sentence,emotion
i know what it feels like to be the heartbreaker and the heartbroken both of which are horrible feelings,sad
i gotta feeling is more popular than any elvis or simon amp garfunkel songmore popular according to what standards and criteria,joy
i go about my day i am feeling irritated by this point as i have no clue as to what is going while i am out i get another text saying he should be home soon but he has to be up at am for work,anger
im nearly years knowing these people shes probably months top i really have no idea but im feeling bitchy,anger
i feel as naughty as i did before when i had blow out binges and i do feel ive had blow out binges when i look at what ive actually had the volume and the calories its tiny in comparison to the before binge,love
i have left feeling less than impressed with the slow and cumbersome virtual keyboard,suprise
i don t know any convert for whom the first year to year and a half weren t full of incredibly hard trials feelings of isolation and longing looks back,love
i havent been paid in more than a month and am feeling very grouchy these days which just goes to show that i dont love my work,anger
id feel weird just flinging open the door and walking on in,suprise
i only blog when i feel passionate about a topic,love
